"Contract No","Title","DAC Code","Contractor","Contractor Nationality","Country or Region","Action location","Amount in Euro","Type of contract","Duration","Duration Unit","Year"
137153,"Water Governance in the Western EECCA countries - Azerbaijan, Armenia, Belarus, Georgia, Moldova, Russia and Ukraine",14010,"MOTT MACDONALD LIMITED","United Kingdom","Tacis Region","Belarus, Moldova, Ukraine, Armenia, Azerbaijan, Georgia. 
Location of pilot projects: Western countries - Pripyat (upstream border),Belarus/Ukraine; Dnipro,Belarus/Ukraine; Dnister (upstream border), Ukraine/Moldova.
Caucasus - Alazani (border section),Georgia/Azerbaijan; Debed (border section), Armenia/Georgia; Razdan,Armenia.",2088740,"Services",24,"M",2008
137601,"Support to Kyoto Protocol Implementation",23010,"ICF CONSULTING LTD","United Kingdom","Tacis Region","Capitals of the Partner Countries: Armenia, Azerbaijan, Belarus, Georgia, Moldova, Kazakhstan, Kyrgyzstan, Russia, Tajikistan, Turkmenistan, Ukraine and Uzbekistan.",4787000,"Services",36,"M",2008
139453,"Accountability and Effectiveness of Ukrainian Judiciary Functioning (civil service component)",15130,"WYG INTERNATIONAL LIMITED","United Kingdom","Ukraine","Kyiv, Ukraine",4921800,"Services",29,"M",2008
139583,"Strengthening of Transport Training Capacities in NIS countries ",21081,"NEA TRANSPORTONDERZOEK EN OPLEIDING BV","Netherlands (The)","Tacis Region","Armenia (State Engineering University of Armenia, Yerevan) 
Azerbaijan (State Technical University, Baku)
Bulgaria (University of Architecture, Civil Engineering and Geodesy, Sofia)
Georgia (University of Engineering Sciences, Tbilissi) 
Kazakhstan (Karaganda Technical University; Astana Euro-Asian University; Almaty Academy of Transport and Communications)
Kyrgyzstan (University of Transport and Construction, Bishkek)
Moldova (Technical University of Moldova, Chisinau)
Romania (Faculty of Transport, Bucharest)
Tajikistan (Transport Institute; Technical University, Dushanbe). 
Turkey (Dokuz Eylul University, School of Maritime and Business Management , Izmir)
Turkmenistan (no counterpart institution identified yet). 
Ukraine (Transport University (NTU), Kharkov Academy of Railway Kiev)
Uzbekistan (Tashkent Road Automobile Institute)",1988000,"Services",24,"M",2008
141266,"Support to National Cordinating Unit (NCU)",-15110,"HULLA & CO HUMAN DYNAMICS KG","Austria","Belarus","Belarus",599900,"Services",24,"M",2008
141397,"Supply for safety and security of main gas transit infrastructure in Eastern Europe and the Caucasus - LOT 2",23050,"ROSEN EUROPE BV","Netherlands (The)","Tacis Region","Kiev, Ukraine",738600,"Supplies",28,"M",2008
141542,"Coal Sector Policy Support Programme",32210,"HULLA & CO HUMAN DYNAMICS KG","Austria","Ukraine","Ukraine, Kyiv, Regional centres of Donbas coal field (Donetsk. Makeevka, Gorlivka, Luhans), mining area around Dnipropetrovsk district, coal field between Volyn and Lviv in western Ukraine
The main target groups are:
Ministry of Coal Industry as the institutional body, its personnel and its related organisations; Mining companies; Regional administrative authorities; Representatives of the Ukrainian coal mining companies, including all employees, former miners and trade unions; Specialists in the field of environmental protection and remediation of contaminated sites; In the long run, the population of coal mining regions will benefit from the implemented and accomplished remediation- environmental protection projects.


",8939000,"Services",28,"M",2008
144109,"Border Management in NIS countries: Provision of Border and Customs Control Equipment Lot 2 Computers and Network Equipment ",99810,"PATRIARCH COMPUTER SERVICE COOO","Belarus","Tacis Region","Brest, Belarus",417828,"Supplies",12,"M",2008
144451,"Support to the National Coordinating Unit (NCU) and to the Parnership and Cooperation Agreement (PCA) Implementation in Azerbaijan",11430,"EUROPEAN PROFILES ANONYMI ETAIREIAMELETON KAI SYMVOULON EPICHEIRISEON","Greece","Azerbaijan","Baku, Azerbaijan",2693250,"Services",24,"M",2008
144760,"Support to Sustainable Regional Development",-15110,"GRONTMIJ CARL BRO AS","Denmark","Ukraine","Kiev and all over Ukraine with pilot regions Vinnytsa and Crimea",5994975,"Services",43,"M",2008
145241,"R4.02/05 - Technical support for decommissioning of the heavy water reactor of ITEPh Moscow - lot 1",23064,"DELTA SERVICES INDUSTRIELS SPRL","Belgium","Russia ","Moscow",543284,"Supplies",36,"M",2008
146383,"Technical Assistance to Ukrainian Quality Infrastructure",33120,"EUROPEAN PROFILES ANONYMI ETAIREIAMELETON KAI SYMVOULON EPICHEIRISEON","Greece","Ukraine","Location: Kiev, Ukraine. Beneficiaries: Ministry of Economy of Ukraine, State Committee of Ukraine for Technical Regulation and Consumer Policy.",3092400,"Services",30,"M",2008
146601,"Vocational Education and Training Reform Strategy and Pilot Implementation in a selected region in Azerbaijan",-15110,"THE BRITISH COUNCIL","United Kingdom","Azerbaijan","Baku, the Daglig Shirwan economic region and
Ismayilli.",2497480,"Services",30,"M",2008
147164,"R2.03/05 - Lots 2/3/4 - Supply of transport means and rescue equipment, tools and devices to the Emergency Training Centre of Novovoronezh",23064,"FLOATDENE MANAGEMENT SERIVCES LTD","United Kingdom","Russia ",,672420.23,"Supplies",42,"M",2008
147509,"Harmonisation of Competition and Public Procurement systems in Ukraine with EU standards",99810,"DEUTSCHE GESELLSCHAFT FUR TECHNISCHE ZUSAMMENARBEIT (GTZ) GMBH","Germany","Ukraine","The project is country-wide covering a whole Ukraine with core activities held in Kyiv, capital of Ukraine. The main partners of the project is the Antimonopoly Committee of Ukraine( competition policy, state aid) and the Ministry of Economy (public procurement)",4399730,"Services",30,"M",2008
147522,"Health Sector Policy Support Programme (SPSP) Formulation Study,  Moldova, ENPI 2008","N/A","EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Moldova","Republic of Moldova",117963,"Services",254,"J",2008
147594,"Support to the Ministry of Economic Development ",15140,"EUROCONSULTANTS SA","Greece","Azerbaijan","Azerbaijan Baku",2849000,"Services",24,"M",2008
147607,"Support for the improvement of Investments and Export Promotion Climate",25010,"SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA","France","Azerbaijan","Azerbaijan 
Target groups = Azerbaijan Investement Company, AZPROMO, State Committee for securities, Baku Stock Echange",2769000,"Services",24,"M",2008
147609,"Assessment of the Environment sector in Ukraine in view of Budget support",41010,"PARSONS BRINCKERHOFF LTD","United Kingdom","Ukraine","Ukraine; target group: MinENV of UA",131460,"Services",180,"J",2008
147780,"Supply of Equipment - South Caucasus/Kura River Basin/ Armenia, Azerbaijan, Georgia and Water Governance in NIS countries / Belarus, Moldova and Ukraine",14015,"AGROTEC SPA","Italy","Region Neighbourhood","The action provides equipment for government and university laboratories responsible for water quality monitoring in Armenia, Azerbaijan, Belarus, Georgia,  Moldova, and Ukraine. The supplies include equipment for taking samples including cars and boats as well as laboratory instruments for biological and chemical water analyses.",2016132.08,"Supplies",44,"M",2008
147982,"Support to the developmentof mid-term strategy for improving the system of social benefits",16010,"EUROPEAN PROFILES ANONYMI ETAIREIAMELETON KAI SYMVOULON EPICHEIRISEON","Greece","Ukraine","Kiev and selected regions for training (Crimea, Lviv, Kharkiv)",3420300,"Services",29,"M",2008
148340,"NAP 2005, Export promotion ToR",33120,"TRANSTEC SA","Belgium","Moldova","Main actions: to produce ToR for a Service contract; 2 To produce Tech. Spec for a Supply Contract; 3 Work with Beneficiary laboratories aiming to identify the quality of the supply and training needs.  Main direct beneficiaries 3 Laboratories under MAFI located in Chisinau, Republic of Moldova
",129930,"Services",730,"J",2008
148961,"Strengthening of Ukrainian Financial Services Sector",24010,"PLANET AE","Greece","Ukraine","Location: Kiev, Ukraine. Beneficiaries - the Ministry of Finance of Ukraine, the National Bank of Ukraine, The State Commission for Regulation of Financial services Markets, The State Commission for Securities.",2718000,"Services",28,"M",2008
149264,"Technical assistance to Ukrainian Beneficiaries and End-users in managing radwaste management and decommissioning projects in the frame of the TACIS and INSC Programmes",23064,"COWI BELGIUM SPRL","Belgium","Tacis Region","Kiev and Chernobyl Exclusion Zone, Ukraine",193605,"Services",285,"J",2008
149427,"Priority identification and needs assessment for sector-wide programme on Assistance to Judicial Reforms in Ukraine  ",15130,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","Ukraine","Kyiv, Ukraine",96660,"Services",170,"J",2008
149753,"Readiness Assessment of Energy Efficiency and Renewable Sources of Energy in Ukraine, in View of Budget Support",23010,"RESOURCES AND LOGISTICS SARL","France","Ukraine","Kyiv, Ukraine",174400,"Services",95,"J",2008
150384,"Study on the opportunity to develop Industrial Parks in the Republic of Moldova",32120,"INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA","Belgium","Moldova","Direct beneficiary is the Ministry of Economy and Trade located in Chisinau but the area to be considered is the entire territory of the Republic of Moldova",195314,"Services",161,"J",2008
150837,"Supply of Equipment for Metrology and Testing Services, Lot 3 Humidity Calibration and Lot 4 Measurement of Electrical Quantities",33110,"AGMIN ITALY SRL","Italy","Ukraine","Beneficiaries: The National Scientific Centre ¿Institute of Metrology¿, Kharkiv, Ukraine; All-Ukrainian State Scientific and Industrial Centre for Standardisation, Metrology, Certification and Consumer Protection, Kyiv, Ukraine.",547311.7,"Supplies",15,"M",2008
150928,"TRACECA Civil aviation safety and security",21050,"EGIS AVIA SA","France","Tacis Region","All TRACECA countries (Armenia, Azerbaijan, Georgia, Kazakhstan, Kyrgyzstan, Ukraine, Uzbekistan, Tajikistan)",1824000,"Services",36,"M",2008
151106,"SUPPORT TO THE IMPROVEMENT OF THE QUALITY OF FOOD SAFETY, VETERINARY AND PLANT PROTECTION SYSTEM IN GEORGIA","N/A","HTSPE LTD","United Kingdom","Georgia",,193622,"Services",720,"J",2008
151167,"Support to the Milli Majlis (Parliament) of the Republic of Azerbaijan for Development of a Twinning Fiche",15130,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","Azerbaijan","The action is targeted at the legislative body in Azerbaijan in preparation for an institutional building twinning programme on EU legal approximation",92434,"Services",360,"J",2008
151878,"ASSISTANCE IN SUPPORTINGTHE PREPARATION AND IMPLEMENTATION OF 2008 AND 2009 INSC ACTION PROGRAMMES IN THE AREA OF RADWASTE MANAGEMENT AND DECOMMISSIONING IN UKRAINE",23064,"COWI BELGIUM SPRL","Belgium","Tacis Region","Kiev, Ukraine",189990,"Services",360,"J",2008
152268,"Support to the Flight Safety Department of the General Department of Civil Aviation of Armenia for the Development of a Twinning Fiche","N/A","SOCIETE ANONYME FRANCAISE D'ETUDESET DE GESTION SA","France","Armenia","Target group: civil aviation authorities
Action location: all territory of Armenia
",75968,"Services",350,"J",2008
152270,"Support to the Dpt. of Foreign Economic Cooperation of the Ministry of Trade of Armenia for the Dvpment of a Twinning Fiche",25010,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","Armenia","Target group: business community
Action location: all territory of Armenia
",93612,"Services",350,"J",2008
152272,"Support to the Human Rights Defender¿s Office of the Republic of Armenia for the Development of a Twinning Fiche",15160,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","Armenia","Target group: ombudsman institution, all citizens of Armenia
Action location: all territory of Armenia
",86066,"Services",350,"J",2008
152355,"Support to the Preparation of 3 Twinning Fiches (Competition, Intellectual Property Rights and Public Procurement)",15110,"AIDE A LA DECISION ECONOMIQUE SA","Belgium","Moldova","The three agencies supported located in Chisinau, Republic of Moldova",184982,"Services",269,"J",2008
152568,"Interpretation services",99810,"DIALOG-KYIV LIMITED LIABILITY COMPANY","Ukraine","Ukraine","Kiev, Ukraine",5000,"Services",12,"M",2008
153250,"Support to implementation of Art.51 (Quality Management System) of the PCA",32110,"HULLA & CO HUMAN DYNAMICS KG","Austria","Georgia",,900000,"Services",24,"M",2008
153369,"Supply of Development Software for Health and Social Programs Agency (HeSPA) Office.",12110,"MAGIC COMPANY LTD","Georgia","Georgia",,11649,"Supplies",13,"M",2008
153572,"Monitoring of the Implementation by GHSPIC of the grant ''Support to Primary Health Care Development''","N/A","EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Georgia",,195120,"Services",545,"J",2008
153635,"Preparation of the Terms of Reference for TACIS RAP 2005 project ''Ukraine Port Development Feasibility Study'' ",21040,"SENYUK","Ukraine","Ukraine","Ukraine, Odessa and Kyiv regions",9900,"Services",49,"J",2008
153962,"Supply of Development Software and Applications for Health and Social Programs Agency (HeSPA) Office Lot 2,3",12110,"CIMS CONSULTING ASSOCIATION","Georgia","Georgia",,12350,"Supplies",13,"M",2008
154163,"U4.02/05A Social and economic development of the districts of Rivne Region polluted due to Chernobyl catastrophe .",23064,"UNIT EXPORT LIMITED","United Kingdom","Tacis Region","Volodymyrets, Rivne Region, Ukraine",486020.49,"Supplies",36,"M",2008
154189,"Supply of IT equipment and software for the rapid alert system on dangerous goods, for the information centre on standards and technical regulations and the unit for translation of standards and the centre for processing queries from WTO countries",33120,"LCS LIMITED","Ukraine","Ukraine","Location: Kyiv, Ukraine. Beneficiary: the State Enterprise ""Ukrainian scientific-research and educational centre on standartisation, certification and quality problems"" (UkrNDNC). ",106389,"Supplies",6,"M",2008
154538,"Support to Health Reform and Strengthening of Primary Health Care in Moldova","N/A","ICON-INSTITUT PUBLIC SECTOR GMBH","Germany","Moldova",,1199976,"Services",24,"M",2008
154548,"DUMMY CONTRACT linked to contract 121-098 (Addendum 3): Children and Youth at Risk - Supply of equipment (Lot 6)",11120,"UNIT EXPORT LIMITED","United Kingdom","Russia ","Republic of Adygeya, Leningrad and Pskov regions, Russian Federation",3934.4,"Supplies",3,"M",2008
154642,"Drawing up Terms of Reference for project ''Approximation of the technical regulation, standardisation and certification systems''",33120,"AGRICONSULTING EUROPE SA","Belgium","Russia ","Moscow, Russian Federation",33464,"Services",334,"J",2008
154814,"U1.03/06A1 - lot 1 Incinerator for Zaporozhye",23064,"IBERDROLA INGENIERIA Y CONSTRUCCION SA","Spain","Ukraine","Zaporozhye NPP in Ukraine",7707529.61,"Supplies",41,"M",2008
154863,"Evaluation of the project ''INOGATE Technical Secretariat (ITS) and INOGATE Coordinators' Network''",23010,"COWI BELGIUM SPRL","Belgium","Tacis Region","INOGATE Partner Countries, i.e. ENPI-East, excl. Russia, & Central Asia (Armenia, Azerbaijan, Belarus, Georgia, Kazakhstan, Kyrgyzstan, Moldova, Tajikistan, Turkmenistan, Ukraine, Uzbekistan)",199700,"Services",130,"J",2008
154902,"International Logistical Centres for Western NIS and Caucasus",21061,"DORNIER CONSULTING GMBH","Germany","Tacis Region","The project will take place in Armenia (Yerevan), Azerbaijan (Baku), Georgia (Poti), Moldova (Chisinau), and Ukraine (Illychevsk, Kiev, Kovel)",3440500,"Services",24,"M",2008
154904,"Motorways of the Sea (MoS) for Black Sea and Caspian Sea",21040,"EGIS BCEOM INTERNATIONAL SA","France","Tacis Region","The project will be implemented in the main ports of Armenia, Azerbaijan, Bulgaria, Georgia, Moldova, and Ukraine, as well as Bulgaria, Romania and Turkey.
The project will directly target the Ministries of Transport, Port and Maritime Administrations, and Associations of Transport and Transport Communication of the beneficiary countries. 
",2466000,"Services",24,"M",2008
155105,"Accompaning measures to Moldova's CEFTA Presidency  2008",33130,"EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Moldova","Main target group are the Authorities of the Republic of Moldova (Minsitry of Economy and Trade and Ministry of Agriculture and Food Industry )responsible for CEFTA presidency. Main action location is  Chisinau, Republic of Moldova",191974,"Services",300,"J",2008
156113,"Support to the State Statistical Committee of the Republic of Azerbaijan for development of a Twinning fiche",16062,"ECORYS NEDERLAND BV","Netherlands (The)","Azerbaijan","The action is targeted at the governmental body in Azerbaijan in preparation of upcoming institutional building Twinning in the field of statistics",95406,"Services",365,"J",2008
156121,"Support for the Seventh International Transport Week in Ukraine events",21010,"INTER EXPO LLC","Ukraine","Ukraine","Ukraine, Odessa",7000,"Services",3,"J",2008
156139,"U1.03/06A1 - lot 2 Monitoring system for incinerator",23064,"ENVINET AS","Czech Republic","Ukraine","Zaporozhye NPP in Ukraine",407846,"Supplies",44,"M",2008
156141,"U1.01/06A1 & U1.03/06A1- lot 3 Two Supercompactors for Rovno & Zaporozhye",23064,"NUKEM TECHNOLOGIES GMBH","Germany","Ukraine","Rivne NPP & Zaporozhye NPP in Ukraine",6476219,"Supplies",36,"M",2008
